SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BALMLAWRIE, EQ, 10-Jun-2019, 192.00, 193.00, 194.35, 190.00, 190.30, 190.25, 191.35, 31046, 59.41, 1368, 17860, 57.53
BALPHARMA, EQ, 10-Jun-2019, 64.25, 65.90, 65.90, 60.75, 62.55, 63.00, 62.73, 14488, 9.09, 280, 8834, 60.97
BALRAMCHIN, EQ, 10-Jun-2019, 152.65, 155.00, 155.95, 150.30, 155.40, 155.00, 154.27, 1041877, 1607.29, 16356, 504442, 48.42
BANARBEADS, EQ, 10-Jun-2019, 45.30, 45.15, 45.30, 43.10, 45.30, 43.90, 44.18, 1573, 0.69, 45, 1193, 75.84
BANARISUG, EQ, 10-Jun-2019, 1480.60, 1475.05, 1478.00, 1450.00, 1450.00, 1450.65, 1469.44, 1565, 23.00, 57, 1492, 95.34
BANCOINDIA, EQ, 10-Jun-2019, 136.80, 138.60, 138.60, 133.60, 134.75, 135.20, 136.07, 18934, 25.76, 439, 12633, 66.72
BANDHANBNK, EQ, 10-Jun-2019, 559.25, 566.80, 568.90, 549.00, 551.15, 552.45, 558.88, 314593, 1758.21, 10447, 146516, 46.57
BANG, EQ, 10-Jun-2019, 45.90, 45.50, 46.30, 43.20, 45.15, 44.25, 45.30, 12481, 5.65, 257, 7287, 58.38
BANKA, SM, 10-Jun-2019, 107.00, 112.35, 112.35, 112.35, 112.35, 112.35, 112.35, 1200, 1.35, 1, 1200, 100.00
BANKBARODA, EQ, 10-Jun-2019, 121.30, 123.30, 124.60, 117.30, 119.00, 117.95, 120.03, 27897842, 33484.40, 93659, 4469905, 16.02
BANKBEES, EQ, 10-Jun-2019, 3164.68, 3179.00, 3190.16, 3140.60, 3152.33, 3154.98, 3166.17, 4669, 147.83, 567, 2569, 55.02
BANKINDIA, EQ, 10-Jun-2019, 89.75, 90.55, 91.80, 86.55, 87.25, 87.35, 88.47, 7853962, 6948.54, 25171, 912001, 11.61
BANSAL, SM, 10-Jun-2019, 4.80, 4.60, 4.60, 4.60, 4.60, 4.60, 4.60, 1000, 0.05, 1, 1000, 100.00
BANSWRAS, EQ, 10-Jun-2019, 72.00, 73.90, 76.00, 70.60, 71.15, 71.15, 73.21, 2613, 1.91, 72, 1388, 53.12
BARTRONICS, EQ, 10-Jun-2019, 5.15, 5.95, 5.95, 4.80, 5.15, 5.15, 5.17, 10252, 0.53, 101, 5505, 53.70
BASF, EQ, 10-Jun-2019, 1329.60, 1335.20, 1350.85, 1318.00, 1349.95, 1340.85, 1336.06, 2706, 36.15, 565, 1794, 66.30
BASML, EQ, 10-Jun-2019, 170.85, 163.50, 179.55, 163.50, 168.00, 168.00, 169.33, 558, 0.94, 30, 485, 86.92
BATAINDIA, EQ, 10-Jun-2019, 1379.10, 1375.00, 1424.95, 1374.75, 1420.00, 1420.75, 1413.89, 1357222, 19189.59, 36596, 283375, 20.88
BAYERCROP, EQ, 10-Jun-2019, 3619.80, 3640.85, 3665.40, 3636.55, 3652.70, 3658.40, 3658.31, 6572, 240.42, 1813, 4235, 64.44
BBL, EQ, 10-Jun-2019, 1116.10, 1132.70, 1132.90, 1096.00, 1096.25, 1101.85, 1109.48, 1918, 21.28, 286, 1295, 67.52
BBTC, EQ, 10-Jun-2019, 1132.05, 1139.90, 1160.00, 1139.85, 1158.50, 1156.70, 1150.61, 87295, 1004.43, 3307, 39352, 45.08
BBTCL, SM, 10-Jun-2019, 46.50, 46.50, 46.50, 46.25, 46.25, 46.35, 46.42, 9000, 4.18, 3, 9000, 100.00
BCG, BE, 10-Jun-2019, 4.30, 4.40, 4.50, 4.15, 4.40, 4.45, 4.47, 513167, 22.94, 254, -, -
BCONCEPTS, SM, 10-Jun-2019, 49.50, 49.80, 49.80, 49.80, 49.80, 49.80, 49.80, 3000, 1.49, 1, 3000, 100.00
BDL, EQ, 10-Jun-2019, 290.65, 290.05, 293.00, 284.10, 284.30, 285.50, 287.52, 19907, 57.24, 1049, 11879, 59.67
BEARDSELL, EQ, 10-Jun-2019, 14.85, 14.90, 14.90, 13.70, 14.70, 14.70, 14.08, 282, 0.04, 14, 198, 70.21
BEDMUTHA, EQ, 10-Jun-2019, 15.35, 15.25, 16.70, 15.00, 16.00, 16.00, 15.88, 41686, 6.62, 141, 15131, 36.30
BEL, EQ, 10-Jun-2019, 108.30, 108.55, 109.50, 106.35, 107.50, 107.70, 107.72, 5275102, 5682.44, 23561, 887781, 16.83
BEML, EQ, 10-Jun-2019, 962.15, 971.80, 978.90, 944.00, 951.00, 951.45, 956.61, 1028903, 9842.60, 26156, 59928, 5.82
BEPL, EQ, 10-Jun-2019, 70.50, 71.10, 71.70, 67.55, 68.40, 68.20, 69.34, 392258, 272.00, 2756, 238620, 60.83
BERGEPAINT, EQ, 10-Jun-2019, 326.25, 328.85, 329.65, 324.55, 327.45, 327.90, 327.71, 894748, 2932.15, 25893, 316805, 35.41
BFINVEST, EQ, 10-Jun-2019, 228.50, 230.85, 233.75, 219.15, 220.30, 220.65, 225.59, 27785, 62.68, 958, 15333, 55.18
BFUTILITIE, EQ, 10-Jun-2019, 196.15, 197.40, 198.50, 191.00, 191.45, 192.65, 194.29, 188282, 365.82, 4808, 53675, 28.51
BGLOBAL, BE, 10-Jun-2019, 2.20, 2.10, 2.30, 2.10, 2.30, 2.30, 2.16, 4455, 0.10, 12, -, -
BGRENERGY, EQ, 10-Jun-2019, 54.35, 54.70, 55.70, 49.75, 50.00, 50.10, 51.47, 122481, 63.04, 1484, 85579, 69.87
BHAGERIA, EQ, 10-Jun-2019, 263.75, 263.95, 273.55, 262.05, 264.00, 264.00, 266.64, 16075, 42.86, 573, 4222, 26.26
BHAGYANGR, EQ, 10-Jun-2019, 27.30, 27.90, 27.90, 26.50, 27.30, 27.00, 27.19, 2250, 0.61, 58, 1773, 78.80
BHAGYAPROP, EQ, 10-Jun-2019, 25.70, 26.00, 26.00, 24.55, 24.70, 24.95, 25.50, 8645, 2.20, 30, 7595, 87.85
BHANDARI, EQ, 10-Jun-2019, 1.75, 1.80, 1.80, 1.70, 1.75, 1.75, 1.73, 125291, 2.17, 66, 57869, 46.19
BHARATFIN, EQ, 10-Jun-2019, 978.10, 984.20, 996.15, 968.10, 975.50, 978.15, 985.91, 636430, 6274.63, 19343, 291357, 45.78
BHARATFORG, EQ, 10-Jun-2019, 457.40, 460.80, 467.60, 459.10, 460.85, 461.10, 462.62, 892432, 4128.58, 30704, 181112, 20.29
BHARATGEAR, EQ, 10-Jun-2019, 117.15, 114.00, 116.80, 114.00, 115.25, 114.95, 114.58, 12857, 14.73, 349, 7065, 54.95
BHARATRAS, EQ, 10-Jun-2019, 4108.30, 4149.00, 4194.00, 4102.00, 4120.25, 4130.10, 4142.37, 370, 15.33, 222, 187, 50.54
BHARATWIRE, EQ, 10-Jun-2019, 40.55, 40.90, 40.90, 39.20, 40.00, 40.05, 39.91, 6171, 2.46, 83, 4980, 80.70
BHARTIARTL, EQ, 10-Jun-2019, 357.10, 354.80, 364.65, 353.65, 363.55, 363.45, 360.22, 5882086, 21188.63, 78878, 2975354, 50.58
BHEL, EQ, 10-Jun-2019, 68.50, 68.75, 69.65, 67.85, 68.30, 68.20, 68.63, 8628229, 5921.22, 23699, 1966333, 22.79
BIGBLOC, EQ, 10-Jun-2019, 29.20, 29.00, 29.35, 28.15, 29.25, 29.30, 29.07, 834, 0.24, 18, 821, 98.44
BIL, EQ, 10-Jun-2019, 316.40, 330.00, 335.00, 315.00, 332.00, 326.75, 327.18, 13790, 45.12, 715, 5922, 42.94
BILENERGY, BE, 10-Jun-2019, 3.60, 3.45, 3.45, 3.45, 3.45, 3.45, 3.45, 345876, 11.93, 130, -, -
BINANIIND, BZ, 10-Jun-2019, 25.10, 24.00, 25.00, 23.85, 23.85, 23.85, 24.02, 4523, 1.09, 35, -, -
BINDALAGRO, EQ, 10-Jun-2019, 16.15, 15.65, 16.15, 14.75, 14.85, 14.90, 15.33, 25978, 3.98, 234, 19868, 76.48
BIOCON, EQ, 10-Jun-2019, 528.85, 530.40, 533.70, 525.00, 530.80, 530.35, 530.08, 1617739, 8575.28, 38447, 650765, 40.23
BIOFILCHEM, BE, 10-Jun-2019, 7.45, 7.80, 7.80, 7.40, 7.40, 7.40, 7.79, 165, 0.01, 3, -, -
BIRLACABLE, EQ, 10-Jun-2019, 101.15, 101.50, 104.45, 97.70, 98.80, 98.95, 100.78, 55135, 55.57, 1509, 31971, 57.99
BIRLACORPN, EQ, 10-Jun-2019, 652.25, 653.00, 659.85, 634.40, 645.00, 641.15, 647.27, 44544, 288.32, 3740, 28406, 63.77
BIRLAMONEY, EQ, 10-Jun-2019, 45.60, 46.85, 47.80, 43.05, 44.00, 44.85, 45.92, 64432, 29.59, 845, 29661, 46.03
BKMINDST, BE, 10-Jun-2019, 3.70, 3.70, 3.75, 3.55, 3.60, 3.60, 3.72, 51393, 1.91, 34, -, -
BLBLIMITED, BE, 10-Jun-2019, 4.65, 4.65, 4.85, 4.50, 4.80, 4.80, 4.65, 7814, 0.36, 39, -, -
BLISSGVS, EQ, 10-Jun-2019, 158.30, 158.25, 159.95, 156.70, 157.20, 157.30, 158.46, 1530437, 2425.10, 3367, 401464, 26.23
BLKASHYAP, EQ, 10-Jun-2019, 13.75, 14.20, 14.20, 13.10, 13.20, 13.15, 13.71, 226592, 31.06, 728, 171604, 75.73
BLS, EQ, 10-Jun-2019, 119.95, 122.45, 123.80, 117.00, 117.00, 117.25, 118.89, 20877, 24.82, 470, 12966, 62.11
BLUECOAST, EQ, 10-Jun-2019, 6.65, 6.35, 6.35, 6.35, 6.35, 6.35, 6.35, 5565, 0.35, 18, 5565, 100.00
BLUEDART, EQ, 10-Jun-2019, 2668.85, 2687.35, 2740.00, 2655.00, 2727.00, 2716.45, 2714.17, 2718, 73.77, 868, 1860, 68.43
BLUEDART, N3, 10-Jun-2019, 10.74, 11.50, 11.50, 10.50, 10.60, 10.60, 10.84, 3793, 0.41, 10, 2593, 68.36
BLUESTARCO, EQ, 10-Jun-2019, 807.75, 807.75, 812.00, 795.25, 806.00, 804.10, 804.85, 26551, 213.70, 4036, 15373, 57.90
BODALCHEM, EQ, 10-Jun-2019, 110.95, 111.00, 113.10, 108.40, 110.00, 110.05, 110.36, 68636, 75.75, 1147, 36389, 53.02
BOHRA, SM, 10-Jun-2019, 10.30, 9.80, 10.70, 9.80, 9.90, 9.90, 10.05, 8000, 0.80, 4, 6000, 75.00
BOMDYEING, EQ, 10-Jun-2019, 123.60, 125.10, 126.70, 121.00, 123.00, 123.05, 123.38, 629965, 777.25, 5790, 175866, 27.92
BOROSIL, EQ, 10-Jun-2019, 190.00, 192.05, 194.90, 186.60, 186.85, 187.75, 189.00, 27164, 51.34, 1646, 10776, 39.67
BOSCHLTD, EQ, 10-Jun-2019, 17052.00, 17118.80, 17430.00, 16970.25, 17130.10, 17085.45, 17216.83, 11388, 1960.65, 5372, 4504, 39.55
BPCL, EQ, 10-Jun-2019, 403.00, 399.25, 401.75, 386.30, 389.85, 389.65, 391.31, 5442044, 21295.01, 71874, 1604708, 29.49
BPL, EQ, 10-Jun-2019, 23.90, 24.10, 24.25, 22.80, 23.15, 23.20, 23.26, 59743, 13.90, 656, 31415, 52.58
BRFL, BE, 10-Jun-2019, 8.15, 8.20, 8.55, 7.75, 8.00, 8.10, 8.18, 57112, 4.67, 98, -, -
BRIGADE, EQ, 10-Jun-2019, 249.50, 255.90, 257.00, 249.00, 252.00, 251.75, 253.42, 82760, 209.73, 4708, 33782, 40.82
BRITANNIA, EQ, 10-Jun-2019, 2899.30, 2909.70, 3005.00, 2909.70, 3000.00, 2994.30, 2973.66, 477974, 14213.34, 40515, 146673, 30.69
BRNL, EQ, 10-Jun-2019, 91.80, 93.90, 93.90, 86.40, 88.00, 88.10, 89.24, 7504, 6.70, 244, 4726, 62.98
BROOKS, EQ, 10-Jun-2019, 53.10, 53.10, 53.45, 50.00, 50.35, 50.55, 52.02, 13201, 6.87, 268, 7057, 53.46
BSE, EQ, 10-Jun-2019, 616.30, 617.30, 621.35, 611.80, 613.70, 612.75, 615.79, 51722, 318.50, 4760, 37949, 73.37
BSELINFRA, EQ, 10-Jun-2019, 1.75, 1.85, 1.85, 1.70, 1.75, 1.75, 1.75, 44513, 0.78, 45, 35345, 79.40
BSHSL, SM, 10-Jun-2019, 127.00, 127.00, 129.00, 127.00, 129.00, 129.00, 128.00, 3000, 3.84, 3, 3000, 100.00
BSL, EQ, 10-Jun-2019, 36.55, 36.55, 36.55, 35.50, 35.50, 35.50, 35.63, 2021, 0.72, 61, 1789, 88.52
BSLGOLDETF, EQ, 10-Jun-2019, 3000.00, 3019.95, 3035.00, 2976.05, 3029.00, 3029.00, 3024.38, 8, 0.24, 5, 7, 87.50
BSLNIFTY, EQ, 10-Jun-2019, 128.47, 136.00, 136.00, 128.67, 128.67, 128.67, 129.52, 73, 0.09, 9, 72, 98.63
BSOFT, EQ, 10-Jun-2019, 89.35, 88.25, 92.15, 87.20, 90.20, 90.45, 89.85, 736820, 662.06, 5079, 273159, 37.07
BURNPUR, BE, 10-Jun-2019, 2.30, 2.40, 2.40, 2.25, 2.30, 2.30, 2.30, 41415, 0.95, 46, -, -
BUTTERFLY, EQ, 10-Jun-2019, 175.40, 175.10, 178.90, 168.00, 169.10, 170.20, 172.54, 21449, 37.01, 768, 11569, 53.94
BVCL, BE, 10-Jun-2019, 16.60, 17.35, 17.35, 16.00, 17.15, 17.15, 16.12, 759, 0.12, 6, -, -
BYKE, EQ, 10-Jun-2019, 22.80, 22.70, 22.80, 21.50, 22.45, 22.55, 22.15, 79730, 17.66, 379, 57969, 72.71
CADILAHC, EQ, 10-Jun-2019, 242.70, 244.90, 250.75, 241.10, 248.10, 247.60, 245.98, 3582549, 8812.49, 26854, 2031847, 56.72
CADSYS, SM, 10-Jun-2019, 57.00, 59.80, 59.80, 59.80, 59.80, 59.80, 59.80, 2000, 1.20, 1, 2000, 100.00
CALSOFT, EQ, 10-Jun-2019, 17.75, 18.45, 18.45, 17.05, 17.75, 17.80, 17.42, 12743, 2.22, 202, 3557, 27.91
CAMLINFINE, EQ, 10-Jun-2019, 53.70, 54.00, 55.80, 48.70, 49.70, 49.80, 50.87, 237786, 120.97, 2041, 182248, 76.64
CANBK, EQ, 10-Jun-2019, 262.95, 265.90, 268.35, 255.70, 258.90, 258.30, 261.07, 4262310, 11127.77, 31966, 288116, 6.76
CANDC, BZ, 10-Jun-2019, 7.35, 7.05, 7.05, 7.00, 7.00, 7.00, 7.00, 6474, 0.45, 32, -, -
CANFINHOME, EQ, 10-Jun-2019, 354.10, 355.00, 359.05, 347.70, 349.15, 349.80, 352.00, 553332, 1947.71, 8290, 166693, 30.13
CANTABIL, EQ, 10-Jun-2019, 178.55, 180.00, 212.00, 178.85, 183.80, 183.70, 190.56, 191655, 365.23, 3997, 85924, 44.83
CAPACITE, EQ, 10-Jun-2019, 270.90, 273.00, 274.80, 264.50, 271.00, 271.00, 270.23, 81539, 220.34, 2440, 62618, 76.80
CAPLIPOINT, EQ, 10-Jun-2019, 437.35, 440.50, 440.50, 425.00, 432.80, 430.80, 430.25, 25907, 111.47, 1353, 10761, 41.54
CAPTRUST, EQ, 10-Jun-2019, 180.85, 178.00, 182.35, 177.00, 177.00, 177.90, 179.92, 729, 1.31, 21, 478, 65.57
CARBORUNIV, EQ, 10-Jun-2019, 366.80, 365.00, 374.15, 360.00, 363.55, 368.95, 361.09, 305887, 1104.54, 1655, 288079, 94.18
CAREERP, EQ, 10-Jun-2019, 68.00, 68.00, 68.00, 65.25, 66.35, 66.70, 66.29, 20069, 13.30, 253, 15779, 78.62
CARERATING, EQ, 10-Jun-2019, 949.70, 955.00, 975.00, 949.70, 955.00, 958.90, 966.70, 29270, 282.95, 4454, 21035, 71.87
CASTEXTECH, BE, 10-Jun-2019, 0.80, 0.80, 0.80, 0.75, 0.80, 0.80, 0.79, 109951, 0.87, 48, -, -
CASTROLIND, EQ, 10-Jun-2019, 142.75, 143.00, 145.25, 141.60, 144.00, 144.60, 143.34, 1158090, 1659.98, 9702, 626405, 54.09
CCCL, BZ, 10-Jun-2019, 1.45, 1.40, 1.40, 1.40, 1.40, 1.40, 1.40, 78569, 1.10, 12, -, -
CCHHL, BE, 10-Jun-2019, 6.85, 6.80, 6.90, 6.55, 6.80, 6.70, 6.61, 12822, 0.85, 38, -, -
CCL, EQ, 10-Jun-2019, 260.50, 259.00, 265.85, 257.90, 260.00, 259.40, 259.06, 218841, 566.93, 672, 212575, 97.14
CDSL, EQ, 10-Jun-2019, 229.05, 229.10, 231.20, 225.35, 228.35, 228.30, 227.88, 112049, 255.33, 2801, 70350, 62.79
CEATLTD, EQ, 10-Jun-2019, 973.45, 983.90, 983.90, 958.20, 960.00, 961.50, 966.66, 594099, 5742.90, 16327, 110066, 18.53
CEBBCO, EQ, 10-Jun-2019, 18.50, 18.50, 19.40, 18.10, 19.05, 18.95, 18.63, 24574, 4.58, 153, 10108, 41.13
CELEBRITY, EQ, 10-Jun-2019, 7.05, 7.25, 7.40, 7.00, 7.15, 7.15, 7.13, 7376, 0.53, 43, 5384, 72.99
CELESTIAL, EQ, 10-Jun-2019, 4.90, 4.85, 5.10, 4.55, 4.90, 4.90, 4.82, 13130, 0.63, 105, 10205, 77.72
CENTENKA, EQ, 10-Jun-2019, 222.45, 222.00, 224.90, 222.00, 223.25, 222.95, 222.72, 4247, 9.46, 152, 2703, 63.64
CENTEXT, EQ, 10-Jun-2019, 3.80, 3.90, 4.10, 3.80, 4.10, 4.00, 3.90, 117498, 4.58, 229, 98366, 83.72
CENTRALBK, EQ, 10-Jun-2019, 24.55, 24.65, 24.80, 24.00, 24.25, 24.20, 24.37, 483461, 117.80, 1788, 208420, 43.11
CENTRUM, EQ, 10-Jun-2019, 28.65, 28.55, 28.90, 27.65, 28.35, 28.25, 28.17, 101233, 28.52, 367, 67578, 66.75
CENTUM, EQ, 10-Jun-2019, 523.10, 521.90, 534.05, 520.00, 527.00, 523.45, 526.10, 6404, 33.69, 465, 3798, 59.31
CENTURYPLY, EQ, 10-Jun-2019, 167.25, 167.75, 169.50, 163.60, 164.45, 164.60, 165.87, 63510, 105.35, 2369, 37300, 58.73
CENTURYTEX, EQ, 10-Jun-2019, 995.90, 1004.40, 1009.20, 983.95, 989.50, 989.55, 993.91, 317407, 3154.75, 6983, 47116, 14.84
CERA, EQ, 10-Jun-2019, 2961.35, 2960.00, 3049.70, 2960.00, 3023.90, 3035.20, 3016.98, 7053, 212.79, 2318, 5050, 71.60
CEREBRAINT, EQ, 10-Jun-2019, 24.05, 23.60, 24.40, 23.25, 23.35, 23.50, 23.79, 68765, 16.36, 354, 50240, 73.06
CES1RPDP, MF, 10-Jun-2019, 8.50, 9.35, 9.35, 9.35, 9.35, 9.35, 9.35, 4500, 0.42, 1, 4500, 100.00
CES1RPG, MF, 10-Jun-2019, 9.69, 9.65, 9.77, 9.65, 9.75, 9.75, 9.71, 50620, 4.91, 51, 44500, 87.91
CESC, EQ, 10-Jun-2019, 769.50, 774.25, 779.00, 761.10, 768.00, 765.50, 769.20, 298744, 2297.95, 8379, 157493, 52.72
CESCVENT, EQ, 10-Jun-2019, 455.75, 455.75, 458.25, 441.00, 441.00, 442.05, 444.79, 16206, 72.08, 2584, 12285, 75.81
CGCL, EQ, 10-Jun-2019, 180.40, 180.00, 180.00, 168.15, 172.50, 173.55, 173.81, 558616, 970.92, 9349, 103121, 18.46
CGPOWER, EQ, 10-Jun-2019, 32.55, 32.85, 33.50, 31.25, 32.15, 32.35, 32.30, 5940283, 1918.78, 13113, 922194, 15.52
CHALET, EQ, 10-Jun-2019, 337.90, 334.55, 345.00, 327.00, 341.25, 341.00, 335.54, 10764, 36.12, 3154, 6609, 61.40
CHAMBLFERT, EQ, 10-Jun-2019, 191.15, 193.10, 195.00, 186.00, 188.00, 188.75, 189.83, 472182, 896.35, 7515, 150498, 31.87
CHEMFAB, EQ, 10-Jun-2019, 168.50, 168.35, 170.90, 168.05, 168.20, 168.40, 168.49, 628, 1.06, 21, 519, 82.64
CHENNPETRO, EQ, 10-Jun-2019, 217.05, 215.60, 217.45, 212.20, 215.00, 214.25, 214.39, 328168, 703.57, 8307, 93872, 28.60
CHOLAFIN, EQ, 10-Jun-2019, 1477.10, 1484.00, 1495.00, 1451.00, 1466.00, 1466.50, 1470.89, 227972, 3353.22, 9278, 62958, 27.62
CHOLAHLDNG, EQ, 10-Jun-2019, 499.75, 499.75, 504.90, 496.50, 500.95, 500.50, 499.39, 13414, 66.99, 1224, 10530, 78.50
CHROMATIC, EQ, 10-Jun-2019, 0.80, 0.85, 0.95, 0.80, 0.90, 0.90, 0.87, 319126, 2.78, 76, 115027, 36.04
CIGNITITEC, EQ, 10-Jun-2019, 324.00, 328.85, 328.85, 318.25, 320.00, 319.85, 320.37, 23749, 76.09, 235, 21025, 88.53
CIMMCO, EQ, 10-Jun-2019, 31.00, 29.85, 30.30, 29.75, 30.25, 30.05, 29.97, 168310, 50.45, 1026, 146575, 87.09
CINELINE, EQ, 10-Jun-2019, 42.80, 43.20, 43.70, 42.30, 42.30, 42.40, 42.66, 5219, 2.23, 61, 3238, 62.04
CINEVISTA, BE, 10-Jun-2019, 6.45, 6.15, 6.50, 6.15, 6.50, 6.50, 6.17, 2570, 0.16, 10, -, -
CIPLA, EQ, 10-Jun-2019, 549.50, 550.60, 562.60, 550.00, 554.35, 554.55, 555.83, 1708042, 9493.74, 26618, 350331, 20.51
CKFSL, EQ, 10-Jun-2019, 10.20, 9.70, 9.70, 9.70, 9.70, 9.70, 9.70, 9809, 0.95, 59, 9809, 100.00
CLEDUCATE, EQ, 10-Jun-2019, 110.35, 114.00, 114.00, 108.00, 108.00, 108.45, 109.65, 5211, 5.71, 198, 4020, 77.14
CLNINDIA, EQ, 10-Jun-2019, 304.85, 305.00, 305.00, 295.85, 296.50, 296.55, 297.35, 133057, 395.64, 999, 122149, 91.80
CMICABLES, EQ, 10-Jun-2019, 124.40, 125.00, 129.00, 125.00, 125.45, 126.10, 126.26, 26803, 33.84, 413, 18495, 69.00
CNOVAPETRO, EQ, 10-Jun-2019, 13.95, 13.40, 15.25, 13.40, 13.85, 13.95, 14.09, 1151, 0.16, 18, 843, 73.24
COALINDIA, EQ, 10-Jun-2019, 265.55, 267.00, 268.00, 257.70, 259.65, 259.30, 261.84, 4916941, 12874.35, 49185, 2177968, 44.30
COCHINSHIP, EQ, 10-Jun-2019, 392.20, 393.00, 399.00, 388.00, 388.00, 390.25, 392.76, 49846, 195.77, 2433, 25690, 51.54
COFFEEDAY, EQ, 10-Jun-2019, 236.70, 237.30, 239.65, 232.55, 233.90, 233.60, 234.69, 35912, 84.28, 1197, 22202, 61.82
COLPAL, EQ, 10-Jun-2019, 1155.80, 1159.60, 1164.50, 1150.25, 1152.50, 1154.15, 1155.62, 189108, 2185.36, 10275, 84701, 44.79
COMPINFO, EQ, 10-Jun-2019, 13.75, 13.65, 14.15, 13.50, 14.15, 13.85, 13.81, 15507, 2.14, 82, 10500, 67.71
COMPUSOFT, EQ, 10-Jun-2019, 9.45, 9.10, 9.50, 9.00, 9.40, 9.40, 9.21, 20023, 1.84, 62, 17563, 87.71
CONCOR, EQ, 10-Jun-2019, 524.30, 527.40, 536.40, 526.35, 532.90, 533.75, 532.72, 366606, 1952.98, 14621, 146475, 39.95
CONSOFINVT, EQ, 10-Jun-2019, 41.00, 41.15, 41.15, 40.75, 40.75, 40.75, 40.94, 34, 0.01, 3, 18, 52.94
CONTROLPR, EQ, 10-Jun-2019, 247.10, 248.25, 251.55, 243.30, 243.30, 243.45, 246.95, 1747, 4.31, 134, 1141, 65.31
CORALFINAC, EQ, 10-Jun-2019, 15.20, 15.55, 16.00, 15.20, 15.25, 15.25, 15.51, 64087, 9.94, 46, 63628, 99.28
CORDSCABLE, EQ, 10-Jun-2019, 58.05, 58.00, 58.70, 56.90, 57.90, 57.75, 57.44, 7248, 4.16, 116, 5572, 76.88
COROMANDEL, EQ, 10-Jun-2019, 424.35, 422.55, 436.00, 421.00, 431.45, 432.65, 430.37, 62775, 270.16, 6789, 33212, 52.91
CORPBANK, EQ, 10-Jun-2019, 24.50, 24.25, 24.80, 24.00, 24.15, 24.05, 24.26, 96777, 23.48, 555, 58387, 60.33
COSMOFILMS, EQ, 10-Jun-2019, 242.15, 246.40, 247.90, 232.50, 239.90, 239.00, 240.96, 31602, 76.15, 1205, 14767, 46.73
COUNCODOS, BE, 10-Jun-2019, 4.30, 4.10, 4.10, 4.10, 4.10, 4.10, 4.10, 1723, 0.07, 12, -, -
COX&KINGS, EQ, 10-Jun-2019, 76.80, 77.70, 83.50, 75.00, 80.25, 80.30, 79.63, 865776, 689.38, 11229, 340061, 39.28
CPSEETF, EQ, 10-Jun-2019, 28.51, 28.58, 28.64, 28.05, 28.39, 28.27, 28.31, 890944, 252.21, 1287, 702952, 78.90
CREATIVE, SM, 10-Jun-2019, 132.00, 134.00, 134.00, 132.00, 132.00, 132.00, 132.51, 12800, 16.96, 4, 11200, 87.50
CREDITACC, EQ, 10-Jun-2019, 549.60, 554.90, 556.40, 545.55, 550.00, 550.10, 550.77, 66096, 364.04, 7446, 47772, 72.28
CREST, EQ, 10-Jun-2019, 113.80, 113.00, 113.45, 106.65, 110.70, 110.85, 109.70, 1755, 1.93, 77, 950, 54.13
CRISIL, EQ, 10-Jun-2019, 1504.00, 1504.00, 1532.95, 1493.75, 1510.55, 1522.65, 1521.48, 14872, 226.27, 4281, 10811, 72.69
CRMFGETF, EQ, 10-Jun-2019, 3010.00, 3000.00, 3005.00, 3000.00, 3005.00, 3005.00, 3003.75, 4, 0.12, 2, 4, 100.00
CROMPTON, EQ, 10-Jun-2019, 240.55, 241.95, 245.50, 241.50, 244.00, 243.90, 243.58, 400988, 976.73, 11992, 286512, 71.45
CTE, EQ, 10-Jun-2019, 39.60, 38.90, 39.95, 38.30, 39.70, 39.20, 39.11, 5939, 2.32, 60, 4525, 76.19
CUB, EQ, 10-Jun-2019, 215.75, 217.00, 217.20, 214.05, 216.00, 216.20, 215.53, 357013, 769.46, 6076, 256877, 71.95
CUBEXTUB, EQ, 10-Jun-2019, 11.40, 12.40, 12.40, 11.15, 11.25, 11.25, 11.95, 328, 0.04, 4, 210, 64.02
CUMMINSIND, EQ, 10-Jun-2019, 763.90, 765.20, 783.35, 765.20, 772.50, 773.70, 774.77, 214328, 1660.54, 8664, 64909, 30.28
CUPID, EQ, 10-Jun-2019, 130.30, 130.60, 135.50, 127.40, 130.85, 129.30, 131.09, 16041, 21.03, 703, 5972, 37.23
CYBERTECH, EQ, 10-Jun-2019, 46.10, 45.90, 47.65, 44.10, 45.65, 45.65, 45.41, 11648, 5.29, 247, 6653, 57.12
CYIENT, EQ, 10-Jun-2019, 564.00, 567.50, 567.50, 556.50, 565.90, 563.20, 561.67, 53135, 298.44, 5578, 27165, 51.12
DAAWAT, EQ, 10-Jun-2019, 28.85, 29.25, 30.20, 29.00, 29.45, 29.60, 29.57, 695419, 205.62, 2957, 401416, 57.72
DABUR, EQ, 10-Jun-2019, 404.15, 408.00, 414.35, 406.90, 409.50, 409.30, 410.56, 2216371, 9099.60, 41548, 778788, 35.14
DALBHARAT, EQ, 10-Jun-2019, 1130.05, 1130.10, 1169.00, 1117.90, 1165.00, 1162.95, 1148.40, 69084, 793.36, 2614, 56176, 81.32
